Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Safety Stock,EOQ,Inventory Cost,Forecasted Demand,Required Order Quantity,Reorder Point
haircare,SKU87,80.41403665,24,79,5137.411828,Male,5,7,55,10,Carrier A,6.575803798,Supplier 3,Chennai,27,523,17,28.69699682,Fail,3.693737788,Sea,Route B,879.3592177,1303.3322310087485,56.213877290220786,6797.730541494846,79.0,1377.3322310087485,1856.3322310087485
haircare,SKU48,76.03554443,28,29,6641.651215,Non-binary,30,16,9,3,Carrier C,7.095833157,Supplier 2,Mumbai,9,109,18,23.12636358,Fail,1.698112541,Rail,Route B,768.651914,1970.4531193966482,34.058772731852805,10022.559460642504,29.0,1969.4531193966482,2434.453119396648
haircare,SKU79,57.05703122,56,198,6701.193914,Non-binary,31,25,20,1,Carrier B,6.496325364,Supplier 3,Bangalore,5,228,12,57.87090292,Pending,0.165871627,Air,Route C,351.5042193,2463.0663992458103,88.99438184514796,12760.303905454793,198.0,2630.0663992458103,7413.06639924581
cosmetics,SKU50,14.20348426,91,633,5498.975362,Female,31,23,82,10,Carrier A,6.247860915,Supplier 2,Delhi,20,306,21,45.17875792,Fail,4.754800805,Rail,Route B,496.2486503,2362.490296303082,159.1225942473287,12608.06445275205,633.0,2964.490296303082,16921.490296303084
skincare,SKU52,98.03182966,1,820,8279.092928,Male,64,11,11,1,Carrier B,8.63105218,Supplier 1,Mumbai,10,727,27,9.166849149,Pending,2.122471619,Air,Route C,602.8984988,1633.8134160060129,181.10770276274835,9074.605593843808,820.0,2389.8134160060126,10653.813416006013
haircare,SKU54,31.14624316,11,622,6069.7252,Non-binary,33,22,61,3,Carrier B,4.305103471,Supplier 1,Kolkata,26,497,29,30.18602338,Pass,2.478771976,Road,Route B,814.0699966,2310.561091302819,157.73395322504282,12341.475222639308,622.0,2899.561091302819,15994.56109130282
skincare,SKU86,19.99817694,18,223,2844.17966,Unknown,32,14,22,6,Carrier B,1.45430531,Supplier 1,Mumbai,4,569,18,74.60897,Pass,2.051512931,Rail,Route A,264.2548898,1843.190117370556,94.44575162494075,9688.179344977483,223.0,2034.190117370556,4965.1901173705555
cosmetics,SKU88,75.27040698,58,737,8153.513209,Male,60,18,85,7,Carrier A,3.801253133,Supplier 2,Mumbai,21,953,11,68.18491906,Pending,0.722204402,Sea,Route A,103.916248,2089.9811441033335,171.69740825067802,11308.392761770056,737.0,2766.9811441033335,15355.981144103334
haircare,SKU68,37.93181238,29,163,3941.427841,Non-binary,0,8,58,8,Carrier B,1.194251865,Supplier 2,Bangalore,2,375,18,97.11358156,Fail,1.983467872,Rail,Route A,299.7063031,1393.3207627355557,80.7465169527454,7370.3363984415055,163.0,1556.3207627355557,2697.320762735556
cosmetics,SKU38,52.07593068,75,705,8367.645709,Non-binary,69,1,88,5,Carrier B,9.235931437,Supplier 5,Mumbai,10,841,12,5.930693646,Pending,0.613326899,Air,Route B,339.6728699,492.61327984916204,167.92855623746667,3302.709180433143,705.0,1128.6132798491622,1197.6132798491622
skincare,SKU40,80.54142417,97,933,5272.187727,Female,90,20,39,8,Carrier C,7.22959514,Supplier 1,Kolkata,18,793,1,88.1794071,Pending,4.213269431,Road,Route A,529.808724,2203.0335607237075,193.183850256692,11981.087054901996,933.0,3046.0335607237075,20863.033560723707
haircare,SKU54,31.14624316,11,622,6069.7252,Non-binary,33,22,61,3,Carrier B,4.305103471,Supplier 1,Kolkata,26,497,29,30.18602338,Pass,2.478771976,Road,Route B,814.0699966,2310.561091302819,157.73395322504282,12341.475222639308,622.0,2899.561091302819,15994.56109130282
haircare,SKU97,3.526111259,56,62,4545.381096,Male,46,19,4,9,Carrier A,7.904845611,Supplier 4,Mumbai,10,535,13,65.76515593,Fail,3.376237835,Road,Route A,540.1324229,2147.251505108619,49.79959839195493,10985.255517502868,62.0,2163.251505108619,3325.251505108619
cosmetics,SKU50,14.20348426,91,633,5498.975362,Female,31,23,82,10,Carrier A,6.247860915,Supplier 2,Delhi,20,306,21,45.17875792,Fail,4.754800805,Rail,Route B,496.2486503,2362.490296303082,159.1225942473287,12608.06445275205,633.0,2964.490296303082,16921.490296303084
skincare,SKU41,99.11329162,35,556,5979.796964,Female,64,19,38,8,Carrier B,5.773263744,Supplier 4,Chennai,18,892,7,95.33206455,Fail,0.045302262,Sea,Route A,275.5243711,2147.251505108619,149.13081505845798,11481.911600835385,556.0,2639.251505108619,12711.25150510862
skincare,SKU52,98.03182966,1,820,8279.092928,Male,64,11,11,1,Carrier B,8.63105218,Supplier 1,Mumbai,10,727,27,9.166849149,Pending,2.122471619,Air,Route C,602.8984988,1633.8134160060129,181.10770276274835,9074.605593843808,820.0,2389.8134160060126,10653.813416006013
skincare,SKU86,19.99817694,18,223,2844.17966,Unknown,32,14,22,6,Carrier B,1.45430531,Supplier 1,Mumbai,4,569,18,74.60897,Pass,2.051512931,Rail,Route A,264.2548898,1843.190117370556,94.44575162494075,9688.179344977483,223.0,2034.190117370556,4965.1901173705555
skincare,SKU32,79.20993602,43,781,8086.011975,Unknown,89,13,64,4,Carrier C,6.599104901,Supplier 3,Kolkata,30,737,7,29.69246715,Pass,1.946036119,Road,Route A,761.1739095,1776.1424394706453,176.7484087622856,9764.454241164654,781.0,2468.1424394706455,11929.142439470645
haircare,SKU57,49.26320535,65,227,3752.20514,Unknown,5,18,51,1,Carrier B,9.160558535,Supplier 2,Delhi,21,588,25,67.77962299,Pending,2.51117483,Rail,Route A,482.1912386,2089.9811441033335,95.28903399657277,10926.35089049953,227.0,2311.9811441033335,6175.9811441033335
skincare,SKU14,99.17132864,26,562,7700.041963,Non-binary,54,29,78,5,Carrier B,2.039770189,Supplier 1,Kolkata,25,558,14,5.79143663,Pending,0.100682852,Air,Route B,929.23529,2652.803698170808,149.9333185119305,14013.685083413691,562.0,3160.803698170808,18950.803698170806
haircare,SKU61,52.0287499,23,117,6072.153917,Unknown,32,23,36,7,Carrier C,9.030340423,Supplier 4,Kolkata,14,480,12,78.70239397,Fail,4.367470538,Air,Route A,164.3665282,2362.490296303082,68.41052550594829,12154.50410904515,117.0,2447.490296303082,5053.490296303082
cosmetics,SKU89,97.76008558,10,134,5688.310198,Unknown,90,1,27,8,Carrier B,9.929816245,Supplier 1,Kolkata,23,370,11,46.60387338,Pending,1.907665734,Rail,Route B,517.4999739,492.61327984916204,73.2120208708925,2829.126503600273,134.0,536.613279849162,626.613279849162
haircare,SKU79,57.05703122,56,198,6701.193914,Non-binary,31,25,20,1,Carrier B,6.496325364,Supplier 3,Bangalore,5,228,12,57.87090292,Pending,0.165871627,Air,Route C,351.5042193,2463.0663992458103,88.99438184514796,12760.303905454793,198.0,2630.0663992458103,7413.06639924581
haircare,SKU78,6.306883176,50,946,2897.698075,Unknown,5,4,51,5,Carrier B,8.467049771,Supplier 5,Mumbai,25,858,21,71.12651472,Pending,4.096881332,Sea,Route C,323.5922034,985.2265596983241,194.52506265260524,5898.758111754647,946.0,1926.226559698324,4769.226559698324
skincare,SKU34,37.46759233,96,602,7429.748353,Unknown,1,26,21,7,Carrier A,1.019487571,Supplier 1,Chennai,4,452,10,10.75427282,Pass,0.646604559,Road,Route B,510.3580004,2511.8447266058206,155.1773179301666,13335.110222679936,602.0,3112.8447266058206,18163.84472660582
skincare,SKU86,19.99817694,18,223,2844.17966,Unknown,32,14,22,6,Carrier B,1.45430531,Supplier 1,Mumbai,4,569,18,74.60897,Pass,2.051512931,Rail,Route A,264.2548898,1843.190117370556,94.44575162494075,9688.179344977483,223.0,2034.190117370556,4965.1901173705555
cosmetics,SKU96,24.42313142,29,324,7133.844552,Non-binary,67,2,32,3,Carrier C,5.352878044,Supplier 3,Mumbai,28,648,28,17.80375633,Pending,3.872047681,Road,Route A,188.7421411,696.6603813677779,113.84199576606166,4052.511885669198,324.0,953.6603813677779,1344.660381367778
skincare,SKU20,96.34107244,22,320,7133.930652,Unknown,27,12,68,6,Carrier A,8.878334651,Supplier 1,Chennai,29,309,6,65.68625961,Pass,4.231416574,Air,Route B,493.8712153,1706.4624583637888,113.13708498984761,9097.997716768183,320.0,1999.4624583637888,5546.462458363789
skincare,SKU98,19.75460487,43,913,7810.046685,Female,53,1,27,7,Carrier B,1.409801095,Supplier 5,Chennai,28,581,9,5.604690864,Pending,2.908122169,Rail,Route A,882.1988635,492.61327984916204,191.10206696946005,3418.5767340931106,913.0,1352.6132798491622,1405.6132798491622
skincare,SKU13,16.16039332,5,249,5084.161318,Male,80,8,48,9,Carrier A,9.537283061,Supplier 5,Bangalore,23,173,10,97.82905011,Pending,1.63107423,Road,Route B,547.2410052,1393.3207627355557,99.7997995989972,7465.602811672765,249.0,1562.3207627355557,3385.320762735556
cosmetics,SKU72,90.20442752,88,478,3386.319302,Non-binary,57,29,77,9,Carrier A,6.59961416,Supplier 1,Bangalore,21,152,11,55.7604929,Pending,3.213329607,Rail,Route B,677.9445698,2652.803698170808,138.27508813954884,13955.393931551784,478.0,3073.803698170808,16514.803698170806
cosmetics,SKU85,76.96299442,83,25,7244.128523,Female,15,18,66,2,Carrier C,8.249168705,Supplier 5,Chennai,4,211,2,69.92934552,Fail,1.374429,Road,Route B,842.68683,2089.9811441033335,31.622776601683793,10608.019603525086,25.0,2099.9811441033335,2539.9811441033335
skincare,SKU16,7.54717211,74,280,6342.539969,Female,2,5,78,1,Carrier B,4.191324586,Supplier 1,Bangalore,3,399,21,77.1063425,Pass,1.012563089,Air,Route A,865.5257798,1101.5167803618538,105.83005244258362,6036.734164022187,280.0,1379.5167803618538,2501.5167803618538
skincare,SKU63,13.01737679,55,246,4955.009149,Non-binary,54,19,10,4,Carrier A,2.457933528,Supplier 3,Bangalore,18,736,10,20.07500398,Pending,3.63284329,Sea,Route A,687.2861779,2147.251505108619,99.19677414109796,11232.241396248586,246.0,2339.251505108619,6821.251505108619
haircare,SKU24,4.156308359,32,209,7379.670863,Male,4,26,2,8,Carrier C,9.741291689,Supplier 2,Bangalore,28,447,3,40.3823597,Pending,3.691310293,Air,Route A,758.7247726,2511.8447266058206,91.43303560529968,13016.388811055602,209.0,2716.8447266058206,7945.844726605821
cosmetics,SKU59,63.82839835,30,484,2849.261647,Non-binary,100,16,26,7,Carrier B,7.293722597,Supplier 1,Kolkata,11,176,4,1.900762244,Fail,0.447194015,Air,Route A,312.5742736,1970.4531193966482,139.1402170474087,10547.966682220285,484.0,2354.453119396648,9714.453119396649
cosmetics,SKU7,42.95838438,59,426,7253.472648,Female,93,17,11,1,Carrier B,2.348338784,Supplier 4,Bangalore,22,564,1,99.4661086,Fail,0.398177187,Road,Route C,802.0563118,2031.096585400047,130.53735097664577,10808.169681883464,426.0,2364.096585400047,9273.096585400046
cosmetics,SKU50,14.20348426,91,633,5498.975362,Female,31,23,82,10,Carrier A,6.247860915,Supplier 2,Delhi,20,306,21,45.17875792,Fail,4.754800805,Rail,Route B,496.2486503,2362.490296303082,159.1225942473287,12608.06445275205,633.0,2964.490296303082,16921.490296303084
cosmetics,SKU21,84.89386898,60,601,6767.691762,Unknown,69,25,7,6,Carrier B,6.037883769,Supplier 5,Chennai,19,791,4,61.73572895,Pending,0.018607568,Air,Route C,523.3609147,2463.0663992458103,155.04837954651444,13090.573893961624,601.0,2995.0663992458103,17488.06639924581
skincare,SKU69,54.86552852,62,511,3106.09414,Non-binary,95,1,27,3,Carrier B,9.70528679,Supplier 4,Kolkata,9,862,7,77.62776581,Pending,1.362387989,Air,Route A,207.6632062,492.61327984916204,142.96852800529214,3177.909039272271,511.0,908.613279849162,1003.613279849162
haircare,SKU97,3.526111259,56,62,4545.381096,Male,46,19,4,9,Carrier A,7.904845611,Supplier 4,Mumbai,10,535,13,65.76515593,Fail,3.376237835,Road,Route A,540.1324229,2147.251505108619,49.79959839195493,10985.255517502868,62.0,2163.251505108619,3325.251505108619
cosmetics,SKU62,72.79635396,89,270,4847.755397,Unknown,86,2,40,7,Carrier C,7.291701389,Supplier 2,Mumbai,13,751,14,21.04864273,Pass,1.874001404,Sea,Route C,320.8465158,696.6603813677779,103.92304845413264,4002.917149109552,270.0,880.6603813677779,1236.660381367778
cosmetics,SKU71,6.381533163,14,637,7153.371974,Female,76,2,26,6,Carrier A,9.228190317,Supplier 2,Bangalore,2,258,10,30.66167748,Pending,2.078750608,Road,Route A,405.1670679,696.6603813677779,159.62455951387932,4281.424704408286,637.0,1257.660381367778,1970.660381367778
cosmetics,SKU72,90.20442752,88,478,3386.319302,Non-binary,57,29,77,9,Carrier A,6.59961416,Supplier 1,Bangalore,21,152,11,55.7604929,Pending,3.213329607,Rail,Route B,677.9445698,2652.803698170808,138.27508813954884,13955.393931551784,478.0,3073.803698170808,16514.803698170806
skincare,SKU52,98.03182966,1,820,8279.092928,Male,64,11,11,1,Carrier B,8.63105218,Supplier 1,Mumbai,10,727,27,9.166849149,Pending,2.122471619,Air,Route C,602.8984988,1633.8134160060129,181.10770276274835,9074.605593843808,820.0,2389.8134160060126,10653.813416006013
skincare,SKU67,87.75543235,16,513,8012.834996,Unknown,12,9,71,9,Carrier C,9.147811545,Supplier 1,Mumbai,10,198,11,7.057876147,Pass,0.131955444,Sea,Route C,169.2718014,1477.839839547486,143.24803663575986,8105.439380916229,513.0,1978.839839547486,6094.839839547486
skincare,SKU65,33.69771721,72,457,7344.170065,Male,57,24,54,8,Carrier C,6.580541348,Supplier 5,Kolkata,16,358,21,1.597222743,Fail,4.911095955,Rail,Route C,555.8591037,2413.302352298603,135.20355024924456,12742.529512739238,457.0,2813.302352298603,13381.302352298604
cosmetics,SKU7,42.95838438,59,426,7253.472648,Female,93,17,11,1,Carrier B,2.348338784,Supplier 4,Bangalore,22,564,1,99.4661086,Fail,0.398177187,Road,Route C,802.0563118,2031.096585400047,130.53735097664577,10808.169681883464,426.0,2364.096585400047,9273.096585400046
cosmetics,SKU50,14.20348426,91,633,5498.975362,Female,31,23,82,10,Carrier A,6.247860915,Supplier 2,Delhi,20,306,21,45.17875792,Fail,4.754800805,Rail,Route B,496.2486503,2362.490296303082,159.1225942473287,12608.06445275205,633.0,2964.490296303082,16921.490296303084
skincare,SKU41,99.11329162,35,556,5979.796964,Female,64,19,38,8,Carrier B,5.773263744,Supplier 4,Chennai,18,892,7,95.33206455,Fail,0.045302262,Sea,Route A,275.5243711,2147.251505108619,149.13081505845798,11481.911600835385,556.0,2639.251505108619,12711.25150510862
haircare,SKU78,6.306883176,50,946,2897.698075,Unknown,5,4,51,5,Carrier B,8.467049771,Supplier 5,Mumbai,25,858,21,71.12651472,Pending,4.096881332,Sea,Route C,323.5922034,985.2265596983241,194.52506265260524,5898.758111754647,946.0,1926.226559698324,4769.226559698324
skincare,SKU69,54.86552852,62,511,3106.09414,Non-binary,95,1,27,3,Carrier B,9.70528679,Supplier 4,Kolkata,9,862,7,77.62776581,Pending,1.362387989,Air,Route A,207.6632062,492.61327984916204,142.96852800529214,3177.909039272271,511.0,908.613279849162,1003.613279849162
cosmetics,SKU23,4.324341186,30,391,7504.334474,Unknown,84,5,29,7,Carrier A,2.924857601,Supplier 5,Kolkata,11,568,29,98.60995724,Pending,1.342291563,Rail,Route A,196.3294461,1101.5167803618538,125.05998560690786,6132.883829843809,391.0,1408.5167803618538,3056.5167803618538
cosmetics,SKU8,68.71759675,78,150,6886.01173,Female,5,10,15,7,Carrier C,3.404733857,Supplier 4,Mumbai,13,769,8,11.42302714,Pending,2.709862691,Sea,Route B,505.5571342,1557.7799699692794,77.45966692414834,8176.198184467138,150.0,1702.7799699692794,3057.7799699692796
haircare,SKU55,79.85505834,16,701,3834.395474,Male,97,11,11,5,Carrier A,5.014364955,Supplier 2,Delhi,27,918,5,30.32354526,Fail,4.548919659,Sea,Route B,323.012928,1633.8134160060129,167.45148551147582,9006.324507587444,701.0,2237.8134160060126,9344.813416006013
skincare,SKU86,19.99817694,18,223,2844.17966,Unknown,32,14,22,6,Carrier B,1.45430531,Supplier 1,Mumbai,4,569,18,74.60897,Pass,2.051512931,Rail,Route A,264.2548898,1843.190117370556,94.44575162494075,9688.179344977483,223.0,2034.190117370556,4965.1901173705555
skincare,SKU63,13.01737679,55,246,4955.009149,Non-binary,54,19,10,4,Carrier A,2.457933528,Supplier 3,Bangalore,18,736,10,20.07500398,Pending,3.63284329,Sea,Route A,687.2861779,2147.251505108619,99.19677414109796,11232.241396248586,246.0,2339.251505108619,6821.251505108619
skincare,SKU63,13.01737679,55,246,4955.009149,Non-binary,54,19,10,4,Carrier A,2.457933528,Supplier 3,Bangalore,18,736,10,20.07500398,Pending,3.63284329,Sea,Route A,687.2861779,2147.251505108619,99.19677414109796,11232.241396248586,246.0,2339.251505108619,6821.251505108619
cosmetics,SKU59,63.82839835,30,484,2849.261647,Non-binary,100,16,26,7,Carrier B,7.293722597,Supplier 1,Kolkata,11,176,4,1.900762244,Fail,0.447194015,Air,Route A,312.5742736,1970.4531193966482,139.1402170474087,10547.966682220285,484.0,2354.453119396648,9714.453119396649
skincare,SKU98,19.75460487,43,913,7810.046685,Female,53,1,27,7,Carrier B,1.409801095,Supplier 5,Chennai,28,581,9,5.604690864,Pending,2.908122169,Rail,Route A,882.1988635,492.61327984916204,191.10206696946005,3418.5767340931106,913.0,1352.6132798491622,1405.6132798491622
skincare,SKU69,54.86552852,62,511,3106.09414,Non-binary,95,1,27,3,Carrier B,9.70528679,Supplier 4,Kolkata,9,862,7,77.62776581,Pending,1.362387989,Air,Route A,207.6632062,492.61327984916204,142.96852800529214,3177.909039272271,511.0,908.613279849162,1003.613279849162
skincare,SKU36,9.813002579,34,963,6577.221953,Female,18,23,28,3,Carrier B,2.107951267,Supplier 2,Delhi,26,671,19,45.53136424,Fail,3.805533379,Air,Route C,403.8089742,2362.490296303082,196.2651268055535,12793.777115543176,963.0,3307.490296303082,24511.490296303084
skincare,SKU67,87.75543235,16,513,8012.834996,Unknown,12,9,71,9,Carrier C,9.147811545,Supplier 1,Mumbai,10,198,11,7.057876147,Pass,0.131955444,Sea,Route C,169.2718014,1477.839839547486,143.24803663575986,8105.439380916229,513.0,1978.839839547486,6094.839839547486
cosmetics,SKU8,68.71759675,78,150,6886.01173,Female,5,10,15,7,Carrier C,3.404733857,Supplier 4,Mumbai,13,769,8,11.42302714,Pending,2.709862691,Sea,Route B,505.5571342,1557.7799699692794,77.45966692414834,8176.198184467138,150.0,1702.7799699692794,3057.7799699692796
skincare,SKU63,13.01737679,55,246,4955.009149,Non-binary,54,19,10,4,Carrier A,2.457933528,Supplier 3,Bangalore,18,736,10,20.07500398,Pending,3.63284329,Sea,Route A,687.2861779,2147.251505108619,99.19677414109796,11232.241396248586,246.0,2339.251505108619,6821.251505108619
cosmetics,SKU28,2.397274706,12,394,5879.552976,Female,48,15,24,4,Carrier B,9.898140508,Supplier 1,Mumbai,13,171,7,59.42938181,Fail,0.815757079,Air,Route A,123.4370275,1907.8830289764182,125.53883861180172,10167.1093379411,394.0,2253.8830289764182,7817.883028976418
skincare,SKU75,92.99688423,29,106,3310.943422,Non-binary,16,20,56,10,Carrier C,2.473897761,Supplier 1,Chennai,25,759,11,48.06478264,Pass,2.030069089,Air,Route C,873.129648,2203.0335607237075,65.11528238439882,11340.744215540532,106.0,2293.0335607237075,4323.0335607237075
haircare,SKU51,26.70076097,61,154,8093.564589,Male,100,4,52,1,Carrier A,4.783000558,Supplier 5,Bangalore,18,673,28,14.19032834,Pending,1.772951172,Road,Route A,694.9823176,985.2265596983241,78.48566748139433,5318.561135898592,154.0,1039.226559698324,1601.226559698324
haircare,SKU87,80.41403665,24,79,5137.411828,Male,5,7,55,10,Carrier A,6.575803798,Supplier 3,Chennai,27,523,17,28.69699682,Fail,3.693737788,Sea,Route B,879.3592177,1303.3322310087485,56.213877290220786,6797.730541494846,79.0,1377.3322310087485,1856.3322310087485
haircare,SKU99,68.5178327,17,627,7914.629449,Unknown,55,8,59,6,Carrier B,1.311023756,Supplier 2,Chennai,29,921,2,38.07289852,Fail,0.346027291,Rail,Route B,210.743009,1393.3207627355557,158.36666315863323,7758.437129470945,627.0,1965.3207627355557,6409.320762735556
skincare,SKU1,14.84352328,95,736,6930.503675,Female,53,30,37,2,Carrier A,9.716574771,Supplier 3,Mumbai,23,517,30,33.61676895,Pending,4.854068026,Road,Route B,503.0655791,2698.1540549999113,171.58088471621772,14348.674698580646,736.0,3381.1540549999113,24778.15405499991
skincare,SKU15,36.98924493,94,469,4855.168465,Non-binary,9,8,69,7,Carrier B,2.422039723,Supplier 1,Bangalore,14,580,7,97.12128175,Pass,2.264405761,Sea,Route B,127.8618,1393.3207627355557,136.96714934611146,7651.439560408337,469.0,1853.3207627355557,5145.320762735556
haircare,SKU84,89.10436729,99,618,3278.176155,Unknown,73,26,80,10,Carrier A,8.381615625,Supplier 5,Chennai,24,589,22,33.80863651,Pass,4.843456577,Air,Route B,465.457006,2511.8447266058206,157.22595205626837,13345.353393310445,618.0,3056.8447266058206,18579.84472660582
cosmetics,SKU92,47.71423308,44,276,3990.654952,Male,90,25,10,8,Carrier B,4.469500026,Supplier 2,Mumbai,4,671,29,62.6126904,Pass,0.333431825,Rail,Route B,230.0927825,2463.0663992458103,105.07140429250958,12840.689017691599,276.0,2649.0663992458103,9363.06639924581
skincare,SKU67,87.75543235,16,513,8012.834996,Unknown,12,9,71,9,Carrier C,9.147811545,Supplier 1,Mumbai,10,198,11,7.057876147,Pass,0.131955444,Sea,Route C,169.2718014,1477.839839547486,143.24803663575986,8105.439380916229,513.0,1978.839839547486,6094.839839547486
cosmetics,SKU8,68.71759675,78,150,6886.01173,Female,5,10,15,7,Carrier C,3.404733857,Supplier 4,Mumbai,13,769,8,11.42302714,Pending,2.709862691,Sea,Route B,505.5571342,1557.7799699692794,77.45966692414834,8176.198184467138,150.0,1702.7799699692794,3057.7799699692796
cosmetics,SKU59,63.82839835,30,484,2849.261647,Non-binary,100,16,26,7,Carrier B,7.293722597,Supplier 1,Kolkata,11,176,4,1.900762244,Fail,0.447194015,Air,Route A,312.5742736,1970.4531193966482,139.1402170474087,10547.966682220285,484.0,2354.453119396648,9714.453119396649
cosmetics,SKU92,47.71423308,44,276,3990.654952,Male,90,25,10,8,Carrier B,4.469500026,Supplier 2,Mumbai,4,671,29,62.6126904,Pass,0.333431825,Rail,Route B,230.0927825,2463.0663992458103,105.07140429250958,12840.689017691599,276.0,2649.0663992458103,9363.06639924581
cosmetics,SKU8,68.71759675,78,150,6886.01173,Female,5,10,15,7,Carrier C,3.404733857,Supplier 4,Mumbai,13,769,8,11.42302714,Pending,2.709862691,Sea,Route B,505.5571342,1557.7799699692794,77.45966692414834,8176.198184467138,150.0,1702.7799699692794,3057.7799699692796
skincare,SKU11,90.63545998,95,960,6362.357509,Female,46,23,60,1,Carrier A,4.523943124,Supplier 2,Kolkata,28,362,11,27.59236309,Pending,0.021169821,Air,Route A,126.7230334,2362.490296303082,195.95917942265424,12792.247378628681,960.0,3276.490296303082,24442.490296303084
cosmetics,SKU71,6.381533163,14,637,7153.371974,Female,76,2,26,6,Carrier A,9.228190317,Supplier 2,Bangalore,2,258,10,30.66167748,Pending,2.078750608,Road,Route A,405.1670679,696.6603813677779,159.62455951387932,4281.424704408286,637.0,1257.660381367778,1970.660381367778
skincare,SKU34,37.46759233,96,602,7429.748353,Unknown,1,26,21,7,Carrier A,1.019487571,Supplier 1,Chennai,4,452,10,10.75427282,Pass,0.646604559,Road,Route B,510.3580004,2511.8447266058206,155.1773179301666,13335.110222679936,602.0,3112.8447266058206,18163.84472660582
skincare,SKU42,46.52916761,98,155,3316.769821,Female,22,27,57,4,Carrier C,7.526248327,Supplier 5,Bangalore,26,179,7,96.42282064,Fail,4.939255289,Road,Route A,635.6571205,2559.6936875456836,78.74007874011811,13192.16883142901,155.0,2692.6936875456836,6744.693687545683
cosmetics,SKU91,62.11196546,90,916,3618.787407,Male,98,22,85,7,Carrier B,7.471514084,Supplier 4,Delhi,5,207,28,39.7728825,Pending,0.626001858,Rail,Route B,996.778315,2310.561091302819,191.41577782408638,12509.884345634526,916.0,3128.561091302819,22462.561091302818
haircare,SKU61,52.0287499,23,117,6072.153917,Unknown,32,23,36,7,Carrier C,9.030340423,Supplier 4,Kolkata,14,480,12,78.70239397,Fail,4.367470538,Air,Route A,164.3665282,2362.490296303082,68.41052550594829,12154.50410904515,117.0,2447.490296303082,5053.490296303082
skincare,SKU60,17.02802792,16,380,7430.406408,Female,41,27,72,8,Carrier C,4.381368158,Supplier 4,Mumbai,29,929,24,87.21305782,Fail,2.853090617,Rail,Route A,430.169097,2559.6936875456836,123.28828005937953,13414.909838025316,380.0,2898.6936875456836,12819.693687545683
skincare,SKU41,99.11329162,35,556,5979.796964,Female,64,19,38,8,Carrier B,5.773263744,Supplier 4,Chennai,18,892,7,95.33206455,Fail,0.045302262,Sea,Route A,275.5243711,2147.251505108619,149.13081505845798,11481.911600835385,556.0,2639.251505108619,12711.25150510862
skincare,SKU56,20.98638604,90,93,5454.147849,Non-binary,25,23,83,5,Carrier C,1.774429714,Supplier 1,Mumbai,24,826,28,12.83628457,Pass,1.173755495,Air,Route B,832.2108087,2362.490296303082,60.991802727907626,12117.410495154947,93.0,2430.490296303082,4501.490296303082
skincare,SKU20,96.34107244,22,320,7133.930652,Unknown,27,12,68,6,Carrier A,8.878334651,Supplier 1,Chennai,29,309,6,65.68625961,Pass,4.231416574,Air,Route B,493.8712153,1706.4624583637888,113.13708498984761,9097.997716768183,320.0,1999.4624583637888,5546.462458363789
cosmetics,SKU89,97.76008558,10,134,5688.310198,Unknown,90,1,27,8,Carrier B,9.929816245,Supplier 1,Kolkata,23,370,11,46.60387338,Pending,1.907665734,Rail,Route B,517.4999739,492.61327984916204,73.2120208708925,2829.126503600273,134.0,536.613279849162,626.613279849162
skincare,SKU42,46.52916761,98,155,3316.769821,Female,22,27,57,4,Carrier C,7.526248327,Supplier 5,Bangalore,26,179,7,96.42282064,Fail,4.939255289,Road,Route A,635.6571205,2559.6936875456836,78.74007874011811,13192.16883142901,155.0,2692.6936875456836,6744.693687545683
cosmetics,SKU38,52.07593068,75,705,8367.645709,Non-binary,69,1,88,5,Carrier B,9.235931437,Supplier 5,Mumbai,10,841,12,5.930693646,Pending,0.613326899,Air,Route B,339.6728699,492.61327984916204,167.92855623746667,3302.709180433143,705.0,1128.6132798491622,1197.6132798491622
skincare,SKU60,17.02802792,16,380,7430.406408,Female,41,27,72,8,Carrier C,4.381368158,Supplier 4,Mumbai,29,929,24,87.21305782,Fail,2.853090617,Rail,Route A,430.169097,2559.6936875456836,123.28828005937953,13414.909838025316,380.0,2898.6936875456836,12819.693687545683
skincare,SKU19,51.12387009,100,187,3290.617253,Unknown,48,11,94,3,Carrier A,4.742635883,Supplier 4,Chennai,20,694,16,82.37332059,Fail,3.646450865,Road,Route C,477.3076311,1633.8134160060129,86.48699324175861,8601.502046238857,187.0,1772.8134160060129,3690.8134160060126
cosmetics,SKU96,24.42313142,29,324,7133.844552,Non-binary,67,2,32,3,Carrier C,5.352878044,Supplier 3,Mumbai,28,648,28,17.80375633,Pending,3.872047681,Road,Route A,188.7421411,696.6603813677779,113.84199576606166,4052.511885669198,324.0,953.6603813677779,1344.660381367778
cosmetics,SKU88,75.27040698,58,737,8153.513209,Male,60,18,85,7,Carrier A,3.801253133,Supplier 2,Mumbai,21,953,11,68.18491906,Pending,0.722204402,Sea,Route A,103.916248,2089.9811441033335,171.69740825067802,11308.392761770056,737.0,2766.9811441033335,15355.981144103334
